1231422,LK,,GQ,7.10056,79.84806,,,Gampaha,,Pamunugama,Pamunugama,,0,11370
1232629,LK,,APR,7.28333,81.85,,,Ampara,,Oluvil,Oluvil,Oluvil,0,32360
1241176,LK,,APR,7.38333,81.83333,,,Ampara,,Karativu,Karativu,,0,32250
1251135,LK,,KT,6.63833,80.08611,,,Kalutara,,Anguruwatota,Anguruwatota,,0,12320
1231363,LK,,APR,6.7552,81.8036,,,Ampara,,Panama,Panama,"Panama,Panawa",0,32508
1232245,LK,,PX,7.3685,79.8314,,,Puttalam,,Katuneriya,Pahala Katuneriya,"Katuneriya,Pahala Katuneriya",0,61180
1250651,LK,,GQ,7.2976,79.9844,,,Gampaha,,Badalgama,Badalgama,,0,11538
1251969,LK,,KE,7.1627,80.1681,,,Kegalle,,Algama,Algama Medagama,"Algama,Algama Medagama",0,71607
1227408,LK,,GQ,7.1624,79.8246,,,Gampaha,,Talahena,Talahena,"Talahena,Talahera",0,11504
1235107,LK,,AD,8.3593,80.5103,,,Anuradhapura,,Mihintale,Mihintale,Mihintale,5000,50300
1244135,LK,,KG,7.484,80.4118,,,Kurunegala,,Hindagolla,Hindagolla,,0,60034
1224021,LK,,PX,7.4662,79.9101,,,Puttalam,,Watugahamulla,Watugahamulla,,0,61198
1243115,LK,,MT,7.5716,80.6707,,,Matale,,Imbulgolla,Imbulgolla,Imbulgolla,0,21064
1244248,LK,,KE,7.3858,80.3878,,,Kegalle,,Hewadiwela,Hewadiwela,,0,71108
1245761,LK,,HB,6.03333,80.68333,,,Hambantota,,Getamanna,Getamanna South,"Getamanna,Getamanna South",0,82420
1247442,LK,,AD,8.31667,80.75,,,Anuradhapura,,Dutuwewa,Dutuwewa,,0,50393
8355369,LK,,KG,7.3423,80.079,,,Kurunegala,,Labbala,Labbala,,0,60162
1226796,LK,,KY,7.2809,80.6531,,,Kandy,,Tennekumbura,Tennekumbura,,0,20166
1235741,LK,,KE,7.2519,80.4453,,,Kegalle,,Mawanella,Mawanella,"Mawanella,Mawanella Town",0,71500
1240500,LK,,KG,7.326,80.1821,,,Kurunegala,,Keppitiwalana,Keppitiwalana,"Keppitiwala,Keppitiwalana",0,60288
1245596,LK,,RN,6.8848,80.3119,,,Ratnapura,,Godagampola,Godagampola,,0,70556
1246659,LK,,RN,6.5168,80.5451,,,Ratnapura,,Gabbela,Gabbela,,0,70156
1251159,LK,,GL,6.0359,80.3156,,,Galle,,Angulugaha,Angulugaha,,0,80122
7474988,LK,,BD,7.0053,81.0743,,,Badulla,,Nelumgama,Nelumgama,,0,90042
1222856,LK,,KE,7.1369,80.3068,,,Kegalle,,Yatapana,Yatapana,Yatapana,0,71326
