3126064,ES,CL,AV,40.3108,-5.57675,05085,Castilla - Leon,Ávila,Gil García,Casas De Maripedro,Casas de Maripedro,Casas de Maripedro,0,05693
3126209,ES,CL,SA,40.97868,-5.76227,37142,Castilla - Leon,Salamanca,Galindo y Perahuy,Puerto De La Anunciacion,Carrascal de Barregas,Carrascal de Barregas,567,37129
3126209,ES,CL,SA,40.97868,-5.76227,37142,Castilla - Leon,Salamanca,Galindo y Perahuy,San Justo De La Valmuza,Carrascal de Barregas,Carrascal de Barregas,567,37129
3126209,ES,CL,SA,40.97868,-5.76227,37142,Castilla - Leon,Salamanca,Galindo y Perahuy,Carrascal De Barregas,Carrascal de Barregas,Carrascal de Barregas,567,37129
3126757,ES,AS,O,43.10509,-5.81798,33033,Asturias,Asturias,Lena,Sotiello (Campomanes),Campomanes,Campomanes,0,33629
3126757,ES,AS,O,43.10509,-5.81798,33033,Asturias,Asturias,Lena,Campomanes,Campomanes,Campomanes,0,33620
3126757,ES,AS,O,43.10509,-5.81798,33033,Asturias,Asturias,Lena,Reconcos (Campomanes),Campomanes,Campomanes,0,33628
3126757,ES,AS,O,43.10509,-5.81798,33033,Asturias,Asturias,Lena,Espinedo (Campomanes),Campomanes,Campomanes,0,33629
3126757,ES,AS,O,43.10509,-5.81798,33033,Asturias,Asturias,Lena,Heros (Campomanes),Campomanes,Campomanes,0,33629
3126757,ES,AS,O,43.10509,-5.81798,33033,Asturias,Asturias,Lena,"Frecha, La (Campomanes)",Campomanes,Campomanes,0,33629
3126757,ES,AS,O,43.10509,-5.81798,33033,Asturias,Asturias,Lena,Ferreras (Campomanes),Campomanes,Campomanes,0,33629
3126757,ES,AS,O,43.10509,-5.81798,33033,Asturias,Asturias,Lena,"Campo, El (Campomanes)",Campomanes,Campomanes,0,33628
3126757,ES,AS,O,43.10509,-5.81798,33033,Asturias,Asturias,Lena,"Cruz, La (Campomanes)",Campomanes,Campomanes,0,33628
3126757,ES,AS,O,43.10509,-5.81798,33033,Asturias,Asturias,Lena,"Pontones, Los (Campomanes)",Campomanes,Campomanes,0,33627
3126757,ES,AS,O,43.10509,-5.81798,33033,Asturias,Asturias,Lena,Salas (Campomanes),Campomanes,Campomanes,0,33629
3126757,ES,AS,O,43.10509,-5.81798,33033,Asturias,Asturias,Lena,Valle (Campomanes),Campomanes,Campomanes,0,33629
