3074772,CZ,,3712,49.1292,16.83348,,,Vyškov,,Hrušky,Hrušky,Birnbaum,740,683 52
3075164,CZ,,3304,49.2934,15.30745,,,Pelhřimov,,Horní Ves,Horní Ves,Oberdorf,345,394 03
3075231,CZ,,3606,50.07651,15.95878,,,Pardubice,,Horní Ředice,Horní Ředice,Reditz,802,533 75
3075673,CZ,,3606,50.14728,15.9202,,,Pardubice,,Hoděšovice,Hoděšovice,,0,534 01
3075905,CZ,,3402,50.15634,12.27238,,,Cheb,,Hazlov,Hazlov,"Haslau,Khazlov,Хазлов",1583,350 02
3075931,CZ,,3401,49.56595,12.86504,,,Domažlice,,Hašov,Hašov,"Haschowa,Hasov,Hašov",0,345 25
3076502,CZ,,3211,49.52084,13.9584,,,Příbram,,Drahenice,Drahenice,,180,262 85
3076744,CZ,,3601,49.63728,15.26354,,,Havlíčkův Brod,,Dolní Paseka,Dolní Paseka,,0,584 01
3076917,CZ,,3603,49.80331,15.73865,,,Chrudim,,Dolní Bradlo,Dolní Bradlo,,0,539 53
3077413,CZ,,3710,49.2695,16.14091,,,Třebíč,,Čikov,Čikov,,220,675 78
3077476,CZ,,3404,49.23739,13.31919,,,Klatovy,,Chvalšovice,Chvalšovice,,0,339 01
3077835,CZ,,3402,50.07963,12.37392,,,Cheb,,Cheb,Cheb,"Cheb,Chebas,Eger,Egra,Gorad Kheb,Kheb,hai bu,hepeu,hepu,khb,khp,Горад Хеб,Хеб,خب,خپ,ヘプ,海布,헤프",33242,350 02
3077879,CZ,,3604,50.3391,15.36032,,,Jičín,,Češov,Češov,,187,506 01
3078052,CZ,,3302,48.83831,14.38025,,,Český Krumlov,,Černice,Černice,,0,382 32
3078185,CZ,,3207,50.41339,14.88612,,,Mladá Boleslav,,Čejetice,Čejetice,"Cejetice,Gross Cejtitz,Čejetice",0,293 01
3078222,CZ,,3501,50.71643,14.52951,,,Česká Lípa,,Častolovice,Častolovice,,55,470 01
3078451,CZ,,3808,49.50331,17.46809,,,Přerov,,Buk,Buk,,368,751 21
3078756,CZ,,3410,49.8735,12.96656,,,Tachov,,Břetislav,Břetislav,"Bretislav,Břetislav,Setzlaw",0,349 52
3078795,CZ,,3307,49.36525,13.84235,,,Strakonice,,Bratronice,Bratronice,,53,388 01
3078859,CZ,,3604,50.46754,15.33058,,,Jičín,,Brada,Brada,,0,506 01
3078966,CZ,,3303,49.07807,15.59263,,,Jindřichův Hradec,,Borová,Borová,"Borova,Borová,Rabstejn,Rabštejn",0,380 01
